0; Bruno Cardoso; azul; 1385471680667
8105; Nick Delgado; verde; 1385471680735
8106; Nick Neves; vermelho; 1385471680735
8107; Bruno Costa; laranja; 1385471680735
8108; Nick Neves; verde; 1385471680735
8109; Jos� Costa; azul; 1385471680735
8110; Jo�o Neves; azul; 1385471680735
8111; Bruno Delgado; amarelo; 1385471680735
8112; Miguel Costa; verde; 1385471680735
8113; Nick Cardoso; amarelo; 1385471680735
8114; Bruno Cardoso; azul; 1385471680735
8115; Bruno Neves; vermelho; 1385471680735
8116; Jo�o Costa; verde; 1385471680735
8117; Jo�o Carvalho; laranja; 1385471680735
8118; Jo�o Cardoso; verde; 1385471680735
8119; Ricardo Costa; verde; 1385471680735
8120; Nick Neves; vermelho; 1385471680735
8121; Ricardo Costa; laranja; 1385471680735
8122; Nick Costa; vermelho; 1385471680735
8123; Ricardo Delgado; vermelho; 1385471680735
8124; Nick Cardoso; laranja; 1385471680735
8125; Ricardo Cardoso; vermelho; 1385471680735
8126; Miguel Costa; azul; 1385471680735
8127; Miguel Cardoso; laranja; 1385471680735
8128; Jo�o Carvalho; azul; 1385471680735
8129; Nick Neves; vermelho; 1385471680735
8130; Bruno Cardoso; vermelho; 1385471680735
8131; Nick Neves; azul; 1385471680735
8132; Jo�o Costa; laranja; 1385471680735
8133; Ricardo Delgado; vermelho; 1385471680735
8134; Jo�o Neves; azul; 1385471680735
8135; Nick Cardoso; vermelho; 1385471680735
8136; Bruno Carvalho; vermelho; 1385471680735
8137; Jos� Cardoso; vermelho; 1385471680735
8138; Miguel Costa; amarelo; 1385471680735
8139; Miguel Cardoso; amarelo; 1385471680735
8140; Jos� Cardoso; verde; 1385471680735
8141; Bruno Carvalho; verde; 1385471680735
8142; Ricardo Neves; amarelo; 1385471680735
8143; Jo�o Delgado; laranja; 1385471680735
8144; Ricardo Costa; azul; 1385471680735
8145; Nick Neves; amarelo; 1385471680735
8146; Bruno Carvalho; vermelho; 1385471680735
8147; Jos� Delgado; amarelo; 1385471680735
8148; Ricardo Delgado; vermelho; 1385471680735
8149; Jo�o Delgado; amarelo; 1385471680735
8150; Nick Costa; vermelho; 1385471680735
8151; Ricardo Neves; vermelho; 1385471680735
8152; Miguel Carvalho; amarelo; 1385471680735
8153; Miguel Delgado; laranja; 1385471680735
8154; Jos� Carvalho; laranja; 1385471680735
8155; Jo�o Carvalho; vermelho; 1385471680735
8156; Bruno Costa; verde; 1385471680735
8157; Jo�o Neves; amarelo; 1385471680735
8158; Jo�o Cardoso; azul; 1385471680735
8159; Jo�o Delgado; vermelho; 1385471680735
8160; Nick Cardoso; vermelho; 1385471680735
8161; Jo�o Neves; azul; 1385471680735
8162; Ricardo Cardoso; vermelho; 1385471680735
8163; Nick Cardoso; laranja; 1385471680735
8164; Jos� Delgado; laranja; 1385471680735
8165; Ricardo Neves; azul; 1385471680735
8166; Nick Costa; laranja; 1385471680735
8167; Miguel Carvalho; laranja; 1385471680735
8168; Nick Cardoso; laranja; 1385471680735
8169; Jos� Delgado; vermelho; 1385471680735
8170; Jo�o Delgado; verde; 1385471680735
8171; Jo�o Cardoso; verde; 1385471680735
8172; Miguel Costa; azul; 1385471680735
8173; Jos� Costa; laranja; 1385471680735
8174; Jos� Costa; azul; 1385471680735
8175; Bruno Costa; laranja; 1385471680735
8176; Nick Cardoso; laranja; 1385471680735
8177; Miguel Neves; azul; 1385471680735
8178; Miguel Costa; laranja; 1385471680735
8179; Bruno Neves; azul; 1385471680735
8180; Ricardo Costa; vermelho; 1385471680735
8181; Jo�o Neves; verde; 1385471680735
8182; Bruno Costa; verde; 1385471680735
8183; Ricardo Delgado; vermelho; 1385471680735
8184; Miguel Cardoso; vermelho; 1385471680735
8185; Ricardo Neves; verde; 1385471680735
8186; Miguel Costa; azul; 1385471680735
8187; Miguel Costa; vermelho; 1385471680735
8188; Ricardo Delgado; laranja; 1385471680735
8189; Jo�o Neves; amarelo; 1385471680735
8190; Jo�o Carvalho; laranja; 1385471680735
8191; Jo�o Carvalho; amarelo; 1385471680735
8192; Miguel Neves; verde; 1385471680735
8193; Miguel Neves; verde; 1385471680735
8194; Ricardo Carvalho; verde; 1385471680735
8195; Jo�o Cardoso; verde; 1385471680735
8196; Ricardo Delgado; azul; 1385471680735
8197; Jo�o Delgado; azul; 1385471680736
8198; Jos� Carvalho; laranja; 1385471680736
8199; Jos� Carvalho; verde; 1385471680736
8200; Jos� Delgado; laranja; 1385471680736
8201; Bruno Carvalho; azul; 1385471680736
8202; Ricardo Costa; amarelo; 1385471680736
8203; Jos� Neves; amarelo; 1385471680736
8204; Jos� Carvalho; laranja; 1385471680736
8205; Jos� Delgado; amarelo; 1385471680736
8206; Ricardo Cardoso; amarelo; 1385471680736
8207; Nick Delgado; laranja; 1385471680736
8208; Bruno Costa; laranja; 1385471680736
8209; Miguel Delgado; laranja; 1385471680736
8210; Nick Cardoso; azul; 1385471680736
8211; Jo�o Cardoso; amarelo; 1385471680736
8212; Miguel Cardoso; amarelo; 1385471680736
8213; Nick Delgado; vermelho; 1385471680736
8214; Jos� Delgado; verde; 1385471680736
8215; Ricardo Costa; laranja; 1385471680736
8216; Bruno Costa; vermelho; 1385471680736
8217; Jos� Carvalho; laranja; 1385471680736
8218; Bruno Delgado; verde; 1385471680736
8219; Nick Costa; amarelo; 1385471680736
8220; Nick Cardoso; vermelho; 1385471680736
8221; Bruno Costa; verde; 1385471680736
8222; Ricardo Delgado; amarelo; 1385471680736
8223; Jos� Delgado; azul; 1385471680736
8224; Bruno Delgado; vermelho; 1385471680736
8225; Ricardo Delgado; verde; 1385471680736
8226; Jo�o Cardoso; amarelo; 1385471680736
8227; Bruno Neves; vermelho; 1385471680736
8228; Ricardo Delgado; laranja; 1385471680736
8229; Bruno Costa; laranja; 1385471680736
8230; Nick Cardoso; amarelo; 1385471680736
8231; Bruno Cardoso; amarelo; 1385471680736
8232; Nick Carvalho; azul; 1385471680736
8233; Bruno Costa; verde; 1385471680736
8234; Miguel Neves; verde; 1385471680736
8235; Miguel Delgado; amarelo; 1385471680736
8236; Miguel Delgado; verde; 1385471680736
8237; Jo�o Delgado; amarelo; 1385471680736
8238; Nick Cardoso; amarelo; 1385471680736
8239; Nick Neves; verde; 1385471680736
8240; Bruno Carvalho; amarelo; 1385471680736
8241; Ricardo Neves; verde; 1385471680736
8242; Nick Costa; laranja; 1385471680736
8243; Jos� Neves; azul; 1385471680736
8244; Miguel Costa; azul; 1385471680736
8245; Jos� Delgado; azul; 1385471680736
8246; Miguel Delgado; laranja; 1385471680736
8247; Miguel Carvalho; laranja; 1385471680736
8248; Ricardo Delgado; vermelho; 1385471680736
8249; Ricardo Carvalho; amarelo; 1385471680736
8250; Jos� Carvalho; azul; 1385471680736
8251; Jos� Costa; azul; 1385471680736
8252; Miguel Delgado; laranja; 1385471680736
8253; Jo�o Neves; verde; 1385471680736
8254; Miguel Carvalho; azul; 1385471680736
8255; Jo�o Costa; verde; 1385471680736
8256; Ricardo Delgado; azul; 1385471680736
8257; Bruno Cardoso; laranja; 1385471680736
8258; Nick Costa; verde; 1385471680736
8259; Nick Delgado; laranja; 1385471680736
8260; Jos� Costa; amarelo; 1385471680736
8261; Bruno Carvalho; amarelo; 1385471680736
8262; Jo�o Neves; verde; 1385471680736
8263; Nick Carvalho; laranja; 1385471680736
8264; Nick Delgado; amarelo; 1385471680736
8265; Ricardo Neves; vermelho; 1385471680736
8266; Jo�o Costa; vermelho; 1385471680736
8267; Ricardo Carvalho; laranja; 1385471680736
8268; Ricardo Delgado; laranja; 1385471680736
8269; Jos� Cardoso; amarelo; 1385471680736
8270; Jos� Carvalho; vermelho; 1385471680736
8271; Nick Cardoso; laranja; 1385471680736
8272; Jo�o Cardoso; laranja; 1385471680736
8273; Miguel Neves; vermelho; 1385471680736
8274; Miguel Cardoso; amarelo; 1385471680736
8275; Nick Costa; laranja; 1385471680736
8276; Jo�o Delgado; azul; 1385471680736
8277; Nick Cardoso; verde; 1385471680736
8278; Nick Costa; verde; 1385471680736
8279; Nick Delgado; verde; 1385471680736
8280; Jos� Neves; laranja; 1385471680736
8281; Jos� Carvalho; laranja; 1385471680736
8282; Nick Delgado; verde; 1385471680736
8283; Miguel Neves; amarelo; 1385471680736
8284; Jos� Costa; amarelo; 1385471680736
8285; Bruno Cardoso; amarelo; 1385471680736
8286; Nick Neves; vermelho; 1385471680736
8287; Jo�o Cardoso; azul; 1385471680736
8288; Jos� Carvalho; verde; 1385471680736
8289; Ricardo Costa; verde; 1385471680736
8290; Nick Costa; laranja; 1385471680736
8291; Nick Neves; azul; 1385471680736
8292; Jo�o Neves; vermelho; 1385471680736
8293; Miguel Delgado; laranja; 1385471680736
8294; Nick Neves; amarelo; 1385471680736
8295; Jo�o Neves; verde; 1385471680736
8296; Nick Carvalho; azul; 1385471680736
8297; Nick Neves; verde; 1385471680736
8298; Bruno Costa; azul; 1385471680736
8299; Nick Carvalho; azul; 1385471680736
8300; Bruno Neves; verde; 1385471680736
8301; Nick Cardoso; vermelho; 1385471680736
8302; Miguel Carvalho; vermelho; 1385471680736
8303; Nick Carvalho; laranja; 1385471680736
8304; Nick Costa; vermelho; 1385471680736
8305; Nick Carvalho; amarelo; 1385471680736
8306; Ricardo Costa; laranja; 1385471680736
8307; Nick Neves; laranja; 1385471680736
8308; Miguel Cardoso; vermelho; 1385471680736
8309; Bruno Delgado; vermelho; 1385471680736
8310; Ricardo Carvalho; vermelho; 1385471680736
8311; Bruno Carvalho; verde; 1385471680736
8312; Nick Carvalho; laranja; 1385471680736
8313; Ricardo Carvalho; amarelo; 1385471680736
8314; Jo�o Costa; verde; 1385471680736
8315; Nick Costa; vermelho; 1385471680736
8316; Bruno Neves; azul; 1385471680736
8317; Miguel Carvalho; azul; 1385471680736
8318; Bruno Delgado; laranja; 1385471680736
8319; Jos� Carvalho; laranja; 1385471680736
8320; Nick Costa; amarelo; 1385471680736
8321; Nick Delgado; azul; 1385471680736
8322; Ricardo Costa; amarelo; 1385471680736
8323; Ricardo Delgado; vermelho; 1385471680736
8324; Miguel Carvalho; verde; 1385471680736
8325; Nick Neves; amarelo; 1385471680736
8326; Miguel Cardoso; azul; 1385471680736
8327; Ricardo Delgado; laranja; 1385471680736
8328; Jos� Delgado; laranja; 1385471680736
8329; Bruno Carvalho; laranja; 1385471680736
8330; Miguel Carvalho; verde; 1385471680736
8331; Nick Carvalho; laranja; 1385471680736
8332; Ricardo Carvalho; amarelo; 1385471680736
8333; Nick Carvalho; laranja; 1385471680736
8334; Miguel Cardoso; vermelho; 1385471680736
8335; Jo�o Cardoso; amarelo; 1385471680736
8336; Ricardo Carvalho; laranja; 1385471680736
8337; Jos� Carvalho; azul; 1385471680736
8338; Miguel Costa; azul; 1385471680736
8339; Ricardo Cardoso; vermelho; 1385471680736
8340; Bruno Costa; laranja; 1385471680736
8341; Jos� Delgado; verde; 1385471680736
8342; Jos� Costa; vermelho; 1385471680736
8343; Ricardo Cardoso; azul; 1385471680736
8344; Jos� Neves; azul; 1385471680736
8345; Ricardo Neves; azul; 1385471680736
8346; Jos� Costa; vermelho; 1385471680736
8347; Bruno Costa; verde; 1385471680736
8348; Jo�o Costa; azul; 1385471680736
8349; Miguel Costa; verde; 1385471680736
8350; Jo�o Carvalho; vermelho; 1385471680736
8351; Nick Neves; amarelo; 1385471680736
8352; Jo�o Cardoso; vermelho; 1385471680736
8353; Nick Delgado; azul; 1385471680736
8354; Miguel Neves; azul; 1385471680736
8355; Jos� Carvalho; laranja; 1385471680736
8356; Nick Cardoso; azul; 1385471680736
8357; Bruno Neves; laranja; 1385471680736
8358; Jos� Carvalho; azul; 1385471680736
8359; Jo�o Carvalho; verde; 1385471680736
8360; Bruno Delgado; amarelo; 1385471680736
8361; Bruno Costa; laranja; 1385471680736
8362; Ricardo Cardoso; azul; 1385471680736
8363; Miguel Delgado; vermelho; 1385471680736
8364; Jo�o Carvalho; verde; 1385471680736
8365; Jo�o Cardoso; azul; 1385471680736
8366; Jos� Delgado; azul; 1385471680736
8367; Nick Delgado; azul; 1385471680736
8368; Ricardo Costa; vermelho; 1385471680736
8369; Jo�o Cardoso; vermelho; 1385471680736
8370; Jos� Costa; verde; 1385471680736
8371; Miguel Cardoso; vermelho; 1385471680736
8372; Jo�o Neves; amarelo; 1385471680736
8373; Jos� Neves; verde; 1385471680736
8374; Jo�o Costa; vermelho; 1385471680736
8375; Jos� Carvalho; amarelo; 1385471680736
8376; Ricardo Delgado; amarelo; 1385471680736
8377; Ricardo Costa; amarelo; 1385471680736
8378; Bruno Costa; verde; 1385471680736
8379; Jos� Delgado; vermelho; 1385471680736
8380; Jos� Cardoso; amarelo; 1385471680736
8381; Miguel Neves; verde; 1385471680736
8382; Jos� Carvalho; verde; 1385471680736
8383; Ricardo Cardoso; laranja; 1385471680736
8384; Bruno Delgado; vermelho; 1385471680736
8385; Jo�o Costa; laranja; 1385471680736
8386; Bruno Carvalho; azul; 1385471680736
8387; Ricardo Carvalho; verde; 1385471680736
8388; Nick Costa; vermelho; 1385471680736
8389; Nick Delgado; azul; 1385471680736
8390; Jo�o Carvalho; azul; 1385471680736
8391; Nick Delgado; azul; 1385471680736
8392; Jo�o Costa; laranja; 1385471680736
8393; Jo�o Costa; amarelo; 1385471680736
8394; Miguel Cardoso; amarelo; 1385471680736
8395; Jos� Costa; amarelo; 1385471680736
8396; Jo�o Delgado; vermelho; 1385471680736
8397; Jo�o Cardoso; verde; 1385471680736
8398; Nick Neves; vermelho; 1385471680736
8399; Jos� Neves; verde; 1385471680736
8400; Nick Delgado; vermelho; 1385471680736
8401; Ricardo Delgado; verde; 1385471680736
8402; Nick Delgado; azul; 1385471680736
8403; Bruno Cardoso; azul; 1385471680736
8404; Nick Cardoso; verde; 1385471680736
8405; Bruno Neves; laranja; 1385471680736
8406; Miguel Costa; verde; 1385471680736
8407; Nick Neves; azul; 1385471680736
8408; Bruno Costa; vermelho; 1385471680736
8409; Jo�o Neves; vermelho; 1385471680736
8410; Jos� Neves; vermelho; 1385471680736
8411; Nick Carvalho; vermelho; 1385471680736
8412; Nick Cardoso; laranja; 1385471680736
8413; Bruno Carvalho; azul; 1385471680736
8414; Nick Carvalho; azul; 1385471680736
8415; Jo�o Delgado; laranja; 1385471680736
8416; Jos� Cardoso; azul; 1385471680736
8417; Jo�o Neves; verde; 1385471680736
8418; Miguel Cardoso; amarelo; 1385471680736
8419; Nick Delgado; laranja; 1385471680736
8420; Ricardo Cardoso; laranja; 1385471680736
8421; Miguel Cardoso; vermelho; 1385471680736
8422; Jos� Neves; verde; 1385471680736
8423; Bruno Neves; azul; 1385471680736
8424; Ricardo Costa; vermelho; 1385471680736
8425; Nick Carvalho; amarelo; 1385471680736
8426; Ricardo Carvalho; amarelo; 1385471680736
8427; Ricardo Carvalho; verde; 1385471680736
8428; Jo�o Cardoso; azul; 1385471680736
8429; Nick Neves; amarelo; 1385471680736
8430; Jos� Delgado; verde; 1385471680736
8431; Bruno Cardoso; laranja; 1385471680736
8432; Ricardo Costa; verde; 1385471680736
8433; Jos� Delgado; verde; 1385471680736
8434; Miguel Delgado; amarelo; 1385471680736
8435; Miguel Delgado; verde; 1385471680736
8436; Bruno Cardoso; verde; 1385471680736
8437; Miguel Carvalho; azul; 1385471680736
8438; Jo�o Cardoso; vermelho; 1385471680736
8439; Jos� Delgado; azul; 1385471680736
8440; Jo�o Delgado; vermelho; 1385471680736
8441; Nick Neves; azul; 1385471680736
8442; Bruno Carvalho; verde; 1385471680736
8443; Jo�o Neves; vermelho; 1385471680736
8444; Bruno Delgado; azul; 1385471680736
8445; Jo�o Carvalho; verde; 1385471680736
8446; Ricardo Cardoso; amarelo; 1385471680736
8447; Ricardo Cardoso; vermelho; 1385471680736
8448; Nick Neves; amarelo; 1385471680736
8449; Ricardo Delgado; laranja; 1385471680736
8450; Ricardo Neves; azul; 1385471680736
8451; Bruno Carvalho; amarelo; 1385471680736
8452; Ricardo Cardoso; verde; 1385471680736
8453; Miguel Cardoso; amarelo; 1385471680736
8454; Miguel Carvalho; amarelo; 1385471680736
8455; Jo�o Neves; laranja; 1385471680736
8456; Jo�o Carvalho; vermelho; 1385471680736
8457; Ricardo Neves; vermelho; 1385471680736
8458; Jo�o Carvalho; vermelho; 1385471680736
8459; Ricardo Neves; laranja; 1385471680736
8460; Nick Carvalho; azul; 1385471680736
8461; Miguel Costa; amarelo; 1385471680736
8462; Jos� Costa; verde; 1385471680736
8463; Ricardo Carvalho; vermelho; 1385471680736
8464; Bruno Neves; laranja; 1385471680736
8465; Jos� Neves; verde; 1385471680736
8466; Ricardo Delgado; verde; 1385471680736
8467; Nick Cardoso; vermelho; 1385471680736
8468; Nick Costa; verde; 1385471680736
8469; Ricardo Costa; vermelho; 1385471680736
8470; Ricardo Cardoso; vermelho; 1385471680736
8471; Jo�o Neves; azul; 1385471680736
8472; Ricardo Carvalho; verde; 1385471680736
8473; Ricardo Delgado; azul; 1385471680736
8474; Jo�o Carvalho; verde; 1385471680736
8475; Nick Neves; vermelho; 1385471680736
8476; Jo�o Delgado; azul; 1385471680736
8477; Ricardo Costa; verde; 1385471680736
8478; Jos� Cardoso; amarelo; 1385471680736
8479; Bruno Neves; verde; 1385471680736
8480; Bruno Cardoso; amarelo; 1385471680736
8481; Jo�o Costa; amarelo; 1385471680736
8482; Ricardo Costa; verde; 1385471680736
8483; Jo�o Neves; amarelo; 1385471680736
8484; Bruno Carvalho; laranja; 1385471680736
8485; Nick Delgado; amarelo; 1385471680736
8486; Ricardo Carvalho; azul; 1385471680736
8487; Jo�o Cardoso; vermelho; 1385471680736
8488; Miguel Neves; vermelho; 1385471680736
8489; Bruno Carvalho; laranja; 1385471680736
8490; Bruno Costa; azul; 1385471680736
8491; Jo�o Delgado; amarelo; 1385471680736
8492; Miguel Delgado; vermelho; 1385471680736
8493; Ricardo Carvalho; laranja; 1385471680736
8494; Nick Cardoso; vermelho; 1385471680736
8495; Jo�o Costa; vermelho; 1385471680736
8496; Jos� Neves; azul; 1385471680736
8497; Jos� Delgado; amarelo; 1385471680736
8498; Jo�o Carvalho; vermelho; 1385471680736
8499; Nick Costa; amarelo; 1385471680736
8500; Jos� Costa; vermelho; 1385471680736
8501; Jo�o Carvalho; amarelo; 1385471680736
8502; Jo�o Costa; azul; 1385471680736
8503; Ricardo Delgado; azul; 1385471680736
8504; Jo�o Cardoso; verde; 1385471680736
8505; Miguel Delgado; verde; 1385471680736
8506; Jo�o Delgado; verde; 1385471680736
8507; Jo�o Neves; amarelo; 1385471680736
8508; Miguel Delgado; azul; 1385471680736
8509; Jos� Carvalho; azul; 1385471680736
8510; Jos� Carvalho; azul; 1385471680736
8511; Miguel Delgado; azul; 1385471680736
8512; Jo�o Cardoso; verde; 1385471680736
8513; Miguel Carvalho; azul; 1385471680736
8514; Ricardo Delgado; laranja; 1385471680736
8515; Bruno Carvalho; amarelo; 1385471680736
8516; Jo�o Carvalho; azul; 1385471680736
8517; Miguel Cardoso; amarelo; 1385471680736
8518; Ricardo Costa; verde; 1385471680736
8519; Bruno Cardoso; azul; 1385471680736
8520; Nick Cardoso; verde; 1385471680736
8521; Ricardo Neves; vermelho; 1385471680736
8522; Miguel Carvalho; vermelho; 1385471680736
8523; Jos� Cardoso; laranja; 1385471680736
8524; Nick Delgado; laranja; 1385471680736
8525; Ricardo Delgado; amarelo; 1385471680736
8526; Jos� Costa; vermelho; 1385471680736
8527; Jo�o Cardoso; amarelo; 1385471680736
8528; Miguel Cardoso; vermelho; 1385471680736
8529; Jos� Cardoso; verde; 1385471680736
8530; Jos� Carvalho; vermelho; 1385471680736
8531; Ricardo Cardoso; azul; 1385471680736
8532; Jo�o Delgado; vermelho; 1385471680736
8533; Ricardo Cardoso; verde; 1385471680736
8534; Ricardo Costa; laranja; 1385471680736
8535; Nick Neves; verde; 1385471680736
8536; Nick Neves; azul; 1385471680736
8537; Jos� Costa; azul; 1385471680736
8538; Jo�o Neves; verde; 1385471680736
8539; Ricardo Carvalho; laranja; 1385471680736
8540; Miguel Cardoso; vermelho; 1385471680737
8541; Jos� Costa; azul; 1385471680737
8542; Miguel Delgado; vermelho; 1385471680737
8543; Jos� Costa; laranja; 1385471680737
8544; Jo�o Costa; verde; 1385471680737
8545; Jos� Delgado; laranja; 1385471680737
8546; Miguel Delgado; amarelo; 1385471680737
8547; Bruno Cardoso; amarelo; 1385471680737
8548; Miguel Costa; amarelo; 1385471680737
8549; Bruno Neves; azul; 1385471680737
8550; Nick Cardoso; vermelho; 1385471680737
8551; Jo�o Neves; verde; 1385471680737
8552; Nick Neves; azul; 1385471680737
8553; Bruno Delgado; laranja; 1385471680737
8554; Ricardo Delgado; vermelho; 1385471680737
8555; Jo�o Costa; verde; 1385471680737
8556; Miguel Cardoso; amarelo; 1385471680737
8557; Jo�o Delgado; azul; 1385471680737
8558; Jos� Cardoso; amarelo; 1385471680737
8559; Ricardo Neves; verde; 1385471680737
8560; Jos� Delgado; amarelo; 1385471680737
8561; Nick Carvalho; vermelho; 1385471680737
8562; Bruno Delgado; vermelho; 1385471680737
8563; Nick Delgado; vermelho; 1385471680737
8564; Miguel Neves; azul; 1385471680737
8565; Ricardo Neves; laranja; 1385471680737
8566; Miguel Costa; vermelho; 1385471680737
8567; Jo�o Carvalho; azul; 1385471680737
8568; Bruno Costa; verde; 1385471680737
8569; Jo�o Neves; amarelo; 1385471680737
8570; Jos� Costa; amarelo; 1385471680737
8571; Jos� Costa; laranja; 1385471680737
8572; Bruno Carvalho; verde; 1385471680737
8573; Miguel Carvalho; vermelho; 1385471680737
8574; Jos� Neves; amarelo; 1385471680737
8575; Nick Delgado; verde; 1385471680737
8576; Bruno Carvalho; laranja; 1385471680737
8577; Bruno Cardoso; laranja; 1385471680737
8578; Miguel Neves; laranja; 1385471680737
8579; Miguel Costa; amarelo; 1385471680737
8580; Miguel Neves; verde; 1385471680737
8581; Jos� Cardoso; amarelo; 1385471680737
8582; Nick Delgado; vermelho; 1385471680737
8583; Bruno Cardoso; azul; 1385471680737
8584; Bruno Costa; vermelho; 1385471680737
8585; Jo�o Cardoso; laranja; 1385471680737
8586; Ricardo Cardoso; azul; 1385471680737
8587; Jos� Neves; laranja; 1385471680737
8588; Jos� Costa; verde; 1385471680737
8589; Miguel Delgado; azul; 1385471680737
8590; Jos� Delgado; laranja; 1385471680737
8591; Jo�o Carvalho; vermelho; 1385471680737
8592; Jo�o Neves; amarelo; 1385471680737
8593; Jos� Delgado; amarelo; 1385471680737
8594; Miguel Carvalho; vermelho; 1385471680737
8595; Miguel Neves; amarelo; 1385471680737
8596; Miguel Delgado; laranja; 1385471680737
8597; Bruno Carvalho; verde; 1385471680737
8598; Jos� Costa; azul; 1385471680737
8599; Ricardo Neves; amarelo; 1385471680737
8600; Jo�o Carvalho; vermelho; 1385471680737
8601; Jo�o Carvalho; vermelho; 1385471680737
8602; Miguel Cardoso; azul; 1385471680737
8603; Nick Carvalho; vermelho; 1385471680737
8604; Nick Neves; laranja; 1385471680737
8605; Jos� Cardoso; vermelho; 1385471680737
8606; Nick Carvalho; verde; 1385471680737
8607; Bruno Neves; amarelo; 1385471680737
8608; Jo�o Delgado; amarelo; 1385471680737
8609; Nick Neves; laranja; 1385471680737
8610; Ricardo Delgado; vermelho; 1385471680737
8611; Ricardo Delgado; verde; 1385471680737
8612; Bruno Cardoso; laranja; 1385471680737
8613; Miguel Neves; verde; 1385471680737
8614; Nick Carvalho; azul; 1385471680737
8615; Jos� Carvalho; amarelo; 1385471680737
8616; Bruno Delgado; verde; 1385471680737
8617; Jo�o Carvalho; laranja; 1385471680737
8618; Jos� Carvalho; verde; 1385471680737
8619; Bruno Costa; vermelho; 1385471680737
8620; Ricardo Cardoso; laranja; 1385471680737
8621; Jo�o Delgado; verde; 1385471680737
8622; Nick Cardoso; laranja; 1385471680737
8623; Nick Neves; azul; 1385471680737
8624; Nick Carvalho; amarelo; 1385471680737
8625; Jos� Carvalho; vermelho; 1385471680737
8626; Nick Delgado; verde; 1385471680739
8627; Ricardo Cardoso; vermelho; 1385471680739
8628; Miguel Costa; vermelho; 1385471680739
8629; Nick Cardoso; verde; 1385471680739
8630; Bruno Costa; amarelo; 1385471680739
8631; Miguel Cardoso; vermelho; 1385471680739
8632; Bruno Costa; verde; 1385471680739
8633; Miguel Delgado; vermelho; 1385471680739
8634; Miguel Cardoso; azul; 1385471680739
8635; Jos� Carvalho; verde; 1385471680739
8636; Jo�o Costa; laranja; 1385471680739
8637; Ricardo Cardoso; amarelo; 1385471680739
8638; Jo�o Neves; vermelho; 1385471680739
8639; Jos� Costa; azul; 1385471680739
8640; Miguel Cardoso; amarelo; 1385471680739
8641; Nick Neves; azul; 1385471680739
8642; Jo�o Carvalho; azul; 1385471680739
8643; Bruno Costa; verde; 1385471680739
8644; Jo�o Neves; verde; 1385471680739
8645; Jo�o Neves; vermelho; 1385471680739
8646; Miguel Costa; laranja; 1385471680739
8647; Miguel Delgado; vermelho; 1385471680739
8648; Nick Neves; azul; 1385471680739
8649; Ricardo Carvalho; verde; 1385471680739
8650; Ricardo Delgado; amarelo; 1385471680739
8651; Jo�o Delgado; verde; 1385471680739
8652; Bruno Neves; vermelho; 1385471680739
8653; Nick Neves; azul; 1385471680739
8654; Jos� Costa; vermelho; 1385471680739
8655; Miguel Carvalho; vermelho; 1385471680739
8656; Jos� Cardoso; azul; 1385471680739
8657; Bruno Cardoso; azul; 1385471680739
8658; Ricardo Delgado; amarelo; 1385471680739
8659; Ricardo Cardoso; laranja; 1385471680739
8660; Ricardo Costa; amarelo; 1385471680739
8661; Bruno Costa; verde; 1385471680739
8662; Miguel Costa; vermelho; 1385471680739
8663; Ricardo Costa; azul; 1385471680739
8664; Jos� Cardoso; amarelo; 1385471680739
8665; Jo�o Carvalho; laranja; 1385471680739
8666; Ricardo Cardoso; vermelho; 1385471680739
8667; Bruno Delgado; verde; 1385471680739
8668; Bruno Cardoso; verde; 1385471680739
8669; Ricardo Costa; azul; 1385471680739
8670; Miguel Carvalho; vermelho; 1385471680739
8671; Bruno Carvalho; laranja; 1385471680739
8672; Nick Delgado; amarelo; 1385471680739
8673; Nick Cardoso; vermelho; 1385471680739
8674; Jos� Carvalho; laranja; 1385471680739
8675; Ricardo Neves; laranja; 1385471680739
8676; Jo�o Costa; verde; 1385471680739
8677; Jos� Carvalho; laranja; 1385471680739
8678; Bruno Delgado; vermelho; 1385471680739
8679; Jo�o Carvalho; laranja; 1385471680739
8680; Ricardo Neves; verde; 1385471680739
8681; Jos� Cardoso; laranja; 1385471680739
8682; Jo�o Neves; verde; 1385471680739
8683; Jo�o Delgado; verde; 1385471680739
8684; Jo�o Neves; azul; 1385471680739
8685; Nick Neves; vermelho; 1385471680739
8686; Bruno Carvalho; azul; 1385471680739
8687; Ricardo Neves; amarelo; 1385471680739
8688; Ricardo Delgado; vermelho; 1385471680739
8689; Miguel Costa; verde; 1385471680739
8690; Nick Neves; verde; 1385471680739
8691; Nick Carvalho; amarelo; 1385471680739
8692; Ricardo Cardoso; verde; 1385471680739
8693; Ricardo Neves; azul; 1385471680739
8694; Ricardo Delgado; vermelho; 1385471680739
8695; Miguel Cardoso; laranja; 1385471680739
8696; Jo�o Carvalho; amarelo; 1385471680739
8697; Ricardo Cardoso; azul; 1385471680739
8698; Jo�o Carvalho; azul; 1385471680739
8699; Miguel Carvalho; azul; 1385471680739
8700; Ricardo Neves; laranja; 1385471680739
8701; Bruno Cardoso; amarelo; 1385471680739
8702; Nick Delgado; verde; 1385471680739
8703; Bruno Cardoso; vermelho; 1385471680739
8704; Jos� Neves; amarelo; 1385471680739
8705; Nick Delgado; amarelo; 1385471680739
8706; Miguel Costa; azul; 1385471680739
